United Kingdom, Exposure to risk (period 1x1), 	Last modified: 28 May 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  2001          31            445782.18       438964.14       884746.32
  2001          32            460497.97       452843.30       913341.27
  2001          33            464605.24       457184.60       921789.84
  2001          34            474682.56       467718.91       942401.48
  2001          35            476104.65       468416.17       944520.82
  2001          36            478412.22       469007.90       947420.11
  2001          37            474246.73       463846.57       938093.30
  2001          38            468400.61       457658.56       926059.17
  2001          39            458665.06       448832.33       907497.39
  2001          40            444750.54       436392.39       881142.93
  2001          41            426965.41       420167.30       847132.71
  2001          42            422956.56       416616.77       839573.33
  2001          43            412546.88       406573.49       819120.38
  2001          44            400383.80       394854.19       795237.99
  2001          45            389404.97       383366.33       772771.30
  2001          46            378713.89       372499.03       751212.92
  2001          47            379002.49       372704.70       751707.19
  2001          48            375721.22       369511.40       745232.62
  2001          49            371162.64       364851.74       736014.38
  2001          50            376781.06       369864.30       746645.36
  2001          51            385550.12       378273.60       763823.73
  2001          52            399997.50       393030.44       793027.94
  2001          53            418668.77       411762.12       830430.89
  2001          54            440832.59       433891.38       874723.98
  2001          55            372569.44       366185.60       738755.03
  2001          56            358345.18       351739.53       710084.71
  2001          57            346493.48       339834.63       686328.10
  2001          58            335375.89       327713.52       663089.41
  2001          59            308623.98       299552.29       608176.27
  2001          60            290709.34       280358.16       571067.50
  2001          61            297692.07       286096.14       583788.21
  2001          62            299315.88       287107.65       586423.53
  2001          63            297959.91       285234.08       583193.98
  2001          64            289921.20       275619.22       565540.42
  2001          65            283029.75       266466.23       549495.97
  2001          66            275107.73       256335.41       531443.14
  2001          67            268282.61       246518.77       514801.37
  2001          68            266431.51       240391.17       506822.67
  2001          69            267819.87       237155.81       504975.68
  2001          70            268211.70       231870.53       500082.23
  2001          71            264077.65       222811.47       486889.12
  2001          72            256036.10       211820.57       467856.67
  2001          73            248409.43       201642.45       450051.88
  2001          74            244228.38       193597.23       437825.61
  2001          75            240117.25       184656.45       424773.71
  2001          76            234060.65       173585.56       407646.21
  2001          77            227816.81       162233.12       390049.93
  2001          78            223948.10       153027.25       376975.34
  2001          79            223800.45       146466.79       370267.24
  2001          80            227606.28       141528.84       369135.12
  2001          81            197537.60       117239.52       314777.12
  2001          82            147239.40        83035.44       230274.84
  2001          83            127726.71        68069.20       195795.91
  2001          84            126722.80        64188.28       190911.08
  2001          85            125554.34        60102.29       185656.64
  2001          86            118571.69        53102.14       171673.83
  2001          87            108184.03        45360.68       153544.70
  2001          88             93497.12        36866.09       130363.21
  2001          89             79026.22        29189.05       108215.27
  2001          90             66125.39        22542.65        88668.04
  2001          91             54876.30        17163.60        72039.91
  2001          92             44752.57        12844.43        57597.00
  2001          93             34975.26         9196.35        44171.61
  2001          94             26291.33         6328.42        32619.75
  2001          95             19233.56         4215.68        23449.24
  2001          96             13686.57         2736.18        16422.75
  2001          97              9667.00         1714.53        11381.53
  2001          98              6613.06         1018.30         7631.37
  2001          99              4299.41          600.34         4899.75
  2001         100              2700.99          353.27         3054.26
  2001         101              1644.16          192.46         1836.62
  2001         102               934.77           90.42         1025.19
  2001         103               521.40           46.48          567.89
  2001         104               287.93           26.63          314.55
  2001         105               146.11           12.15          158.26
  2001         106                74.06            4.87           78.93
  2001         107                36.80            2.45           39.25
  2001         108                16.27            1.50           17.77
  2001         109                 6.13            0.68            6.80
  2001         110+                1.99            0.00            1.99
  2002           0            323856.59       339773.38       663629.97
  2002           1            326693.77       341811.34       668505.11
  2002           2            332990.17       349269.60       682259.77
  2002           3            341815.09       358650.29       700465.38
  2002           4            349235.81       365976.23       715212.04
  2002           5            357813.14       375814.64       733627.77
  2002           6            353187.62       372068.38       725256.00
  2002           7            357381.05       376375.70       733756.76
  2002           8            366347.07       384781.42       751128.49
  2002           9            369821.33       387623.29       757444.62
  2002          10            382322.56       400484.65       782807.21
  2002          11            386383.59       405149.01       791532.60
  2002          12            380111.07       399234.75       779345.82
  2002          13            377460.38       396124.21       773584.59
  2002          14            380707.17       398148.73       778855.90
  2002          15            374131.60       390925.40       765057.00
  2002          16            370181.31       388572.28       758753.59
  2002          17            368939.76       389443.66       758383.42
  2002          18            358042.55       377275.61       735318.16
  2002          19            357365.70       371829.93       729195.64
  2002          20            361641.42       366005.77       727647.18
  2002          21            372840.62       372483.32       745323.94
  2002          22            376169.64       374829.53       750999.17
  2002          23            369446.24       367601.06       737047.30
  2002          24            352956.21       350047.87       703004.07
  2002          25            350375.39       349739.21       700114.60
  2002          26            362700.34       363493.35       726193.69
  2002          27            376862.96       377093.86       753956.82
  2002          28            391875.35       391114.16       782989.51
  2002          29            414879.55       413125.69       828005.24
  2002          30            434062.84       428012.97       862075.81
  2002          31            452271.54       444319.31       896590.85
  2002          32            447783.80       439992.12       887775.92
  2002          33            462115.72       453448.52       915564.25
  2002          34            466024.21       457403.49       923427.70
  2002          35            475211.96       468461.26       943673.22
  2002          36            476510.43       468983.47       945493.89
  2002          37            478811.44       469384.77       948196.21
  2002          38            474754.58       464325.80       939080.38
  2002          39            468706.84       458497.35       927204.19
  2002          40            458786.86       449663.08       908449.94
  2002          41            444720.64       437304.72       882025.36
  2002          42            426889.96       420954.90       847844.86
  2002          43            422925.25       417400.06       840325.31
  2002          44            412396.03       407073.89       819469.93
  2002          45            399490.79       393377.44       792868.23
  2002          46            388659.43       381952.04       770611.47
  2002          47            377833.51       370911.58       748745.09
  2002          48            377956.31       371098.28       749054.59
  2002          49            374872.59       368113.09       742985.68
  2002          50            370106.08       363503.14       733609.23
  2002          51            375685.73       368455.00       744140.73
  2002          52            384288.99       376711.62       761000.61
  2002          53            398643.80       391198.14       789841.94
  2002          54            416461.26       409184.20       825645.46
  2002          55            439557.95       431618.93       871176.88
  2002          56            370881.52       363574.03       734455.55
  2002          57            356182.27       348645.29       704827.56
  2002          58            344804.66       337153.24       681957.90
  2002          59            333432.84       324723.81       658156.65
  2002          60            306995.07       296561.36       603556.43
  2002          61            288716.08       277093.22       565809.30
  2002          62            295319.80       282384.36       577704.16
  2002          63            296900.06       283226.37       580126.43
  2002          64            295439.46       281112.84       576552.30
  2002          65            287105.58       270884.08       557989.66
  2002          66            279953.05       261351.72       541304.77
  2002          67            271857.23       251079.21       522936.44
  2002          68            264992.64       240994.15       505986.80
  2002          69            262436.00       234326.12       496762.12
  2002          70            263417.24       230599.46       494016.70
  2002          71            263216.12       224713.36       487929.49
  2002          72            258553.89       215152.83       473706.72
  2002          73            249963.41       203683.51       453646.92
  2002          74            241852.00       193069.90       434921.90
  2002          75            236961.71       184474.80       421436.51
  2002          76            232081.88       175117.81       407199.70
  2002          77            225464.10       163583.08       389047.17
  2002          78            218583.34       152104.52       370687.86
  2002          79            214061.97       142526.22       356588.18
  2002          80            209960.92       133405.09       343366.01
  2002          81            214753.63       129635.11       344388.74
  2002          82            185060.12       106406.94       291467.06
  2002          83            136859.71        74542.67       211402.38
  2002          84            117736.61        60458.81       178195.41
  2002          85            115618.06        56288.57       171906.63
  2002          86            113381.77        52007.61       165389.38
  2002          87            105786.23        45340.50       151126.73
  2002          88             95230.81        38092.57       133323.38
  2002          89             81093.65        30374.39       111468.04
  2002          90             67332.80        23591.44        90924.23
  2002          91             55358.69        17886.09        73244.78
  2002          92             45042.88        13285.72        58328.60
  2002          93             35876.03         9686.04        45562.07
  2002          94             27393.26         6768.15        34161.41
  2002          95             20089.81         4518.38        24608.19
  2002          96             14309.10         2933.66        17242.76
  2002          97              9914.84         1837.98        11752.81
  2002          98              6817.59         1105.07         7922.66
  2002          99              4522.26          636.12         5158.38
  2002         100              2822.46          362.42         3184.88
  2002         101              1728.82          210.34         1939.16
  2002         102              1013.63          109.11         1122.74
  2002         103               547.10           50.06          597.16
  2002         104               298.87           26.08          324.95
  2002         105               162.73           13.57          176.30
  2002         106                82.20            4.95           87.15
  2002         107                39.09            1.74           40.83
  2002         108                17.73            1.25           18.97
  2002         109                 7.35            0.48            7.83
  2002         110+                2.67            0.00            2.67
  2003           0            331890.26       349764.94       681655.20
  2003           1            324051.60       340024.27       664075.86
  2003           2            327829.50       343216.80       671046.29
  2003           3            334533.24       350987.99       685521.24
  2003           4            343647.65       360654.39       704302.04
  2003           5            351219.79       368042.76       719262.54
  2003           6            359727.87       377841.74       737569.61
  2003           7            355176.19       374152.84       729329.04
  2003           8            359362.31       378320.76       737683.07
  2003           9            368210.02       386415.11       754625.12
  2003          10            371139.05       389147.46       760286.51
  2003          11            383611.22       401499.44       785110.66
  2003          12            387145.83       405588.35       792734.18
  2003          13            380436.68       399196.21       779632.89
  2003          14            377658.97       395156.88       772815.84
  2003          15            381888.03       397610.49       779498.52
  2003          16            375850.93       390407.54       766258.47
  2003          17            372083.99       388798.06       760882.06
  2003          18            372209.46       391898.66       764108.13
  2003          19            364830.44       382695.08       747525.52
  2003          20            363721.61       374219.80       737941.41
  2003          21            369660.07       370611.43       740271.50
  2003          22            381608.50       378377.06       759985.56
  2003          23            384153.74       381408.02       765561.76
  2003          24            377179.44       374695.95       751875.39
  2003          25            358532.85       355953.88       714486.73
  2003          26            355536.58       355001.01       710537.59
  2003          27            367469.71       368444.55       735914.25
  2003          28            381269.12       381754.14       763023.26
  2003          29            395716.93       395387.41       791104.35
  2003          30            417059.82       413913.40       830973.21
  2003          31            435793.38       428858.44       864651.83
  2003          32            454160.47       445308.21       899468.68
  2003          33            449228.33       440358.81       889587.14
  2003          34            463316.48       453503.16       916819.64
  2003          35            466487.97       458470.26       924958.23
  2003          36            475462.08       469210.49       944672.57
  2003          37            476832.85       469509.11       946341.96
  2003          38            479272.71       470009.60       949282.31
  2003          39            475098.19       465171.98       940270.17
  2003          40            469012.99       458649.21       927662.19
  2003          41            458883.03       449778.88       908661.92
  2003          42            444656.08       437449.07       882105.16
  2003          43            426795.67       420896.64       847692.31
  2003          44            422807.15       417244.28       840051.43
  2003          45            411595.12       406206.27       817801.39
  2003          46            398737.30       392460.01       791197.30
  2003          47            387926.40       380941.33       768867.73
  2003          48            376912.06       369836.81       746748.87
  2003          49            377045.48       369947.22       746992.70
  2003          50            373567.54       366880.29       740447.83
  2003          51            368675.13       362053.41       730728.54
  2003          52            374080.14       366795.40       740875.54
  2003          53            382637.23       374837.09       757474.32
  2003          54            396751.43       388949.03       785700.46
  2003          55            414343.72       406371.08       820714.80
  2003          56            437293.29       428671.41       865964.70
  2003          57            368545.88       360640.48       729186.35
  2003          58            353750.94       345490.57       699241.51
  2003          59            342525.70       334222.99       676748.69
  2003          60            331617.15       321570.45       653187.60
  2003          61            305068.80       293178.93       598247.73
  2003          62            286513.16       273442.89       559956.05
  2003          63            292848.85       278341.64       571190.49
  2003          64            294339.43       278986.18       573325.61
  2003          65            292580.69       275887.86       568468.55
  2003          66            283994.68       265418.95       549413.63
  2003          67            276662.07       255829.08       532491.15
  2003          68            268367.73       245391.12       513758.86
  2003          69            261093.10       234791.62       495884.71
  2003          70            258158.52       227866.10       486024.62
  2003          71            258641.12       223609.88       482251.00
  2003          72            257764.58       217024.10       474788.67
  2003          73            252560.98       207062.60       459623.57
  2003          74            243500.22       195140.82       438641.04
  2003          75            234750.10       184195.58       418945.68
  2003          76            229061.73       175105.26       404166.99
  2003          77            223544.02       165180.56       388724.58
  2003          78            216245.90       153508.72       369754.62
  2003          79            208697.75       141776.02       350473.77
  2003          80            202128.99       130737.64       332866.63
  2003          81            198179.45       122320.39       320499.84
  2003          82            201218.25       117738.88       318957.13
  2003          83            172000.74        95659.33       267660.07
  2003          84            126097.94        66271.62       192369.56
  2003          85            107303.93        53047.49       160351.42
  2003          86            104220.43        48722.75       152943.18
  2003          87            100951.24        44416.26       145367.50
  2003          88             92859.42        38087.09       130946.51
  2003          89             82349.61        31377.52       113727.13
  2003          90             68871.15        24490.82        93361.97
  2003          91             56193.10        18672.04        74865.14
  2003          92             45256.49        13794.14        59050.63
  2003          93             35905.19         9934.23        45839.42
  2003          94             27927.31         7093.12        35020.42
  2003          95             20805.88         4818.22        25624.11
  2003          96             14863.85         3106.27        17970.12
  2003          97             10273.80         1969.84        12243.64
  2003          98              6913.00         1200.55         8113.55
  2003          99              4632.83          698.88         5331.71
  2003         100              2958.30          376.75         3335.04
  2003         101              1783.88          201.74         1985.62
  2003         102              1046.48          113.81         1160.29
  2003         103               583.67           59.28          642.94
  2003         104               301.60           27.10          328.70
  2003         105               164.64           12.57          177.21
  2003         106                88.13            5.82           93.94
  2003         107                40.13            2.58           42.70
  2003         108                21.13            0.96           22.08
  2003         109                 9.38            0.23            9.61
  2003         110+                4.91            0.00            4.91
  2004           0            341589.50       359994.56       701584.06
  2004           1            331645.77       349631.34       681277.10
  2004           2            324663.48       341020.93       665684.41
  2004           3            328997.63       344841.25       673838.87
  2004           4            336167.30       353012.26       689179.56
  2004           5            345490.12       362431.22       707921.34
  2004           6            352980.86       369719.38       722700.24
  2004           7            361681.25       379738.91       741420.15
  2004           8            356999.62       375975.54       732975.16
  2004           9            361114.00       380005.30       741119.30
  2004          10            369224.07       388291.79       757515.86
  2004          11            372104.33       390484.69       762589.02
  2004          12            384281.11       401969.21       786250.33
  2004          13            387480.38       405749.69       793230.07
  2004          14            380155.07       398795.79       778950.86
  2004          15            379026.07       395414.47       774440.54
  2004          16            384171.92       397503.85       781675.76
  2004          17            378533.72       390009.09       768542.80
  2004          18            376780.36       390586.16       767366.51
  2004          19            381418.49       396902.66       778321.14
  2004          20            371590.11       386074.27       757664.38
  2004          21            373383.22       380423.04       753806.26
  2004          22            381008.98       379082.48       760091.46
  2004          23            391801.67       387836.39       779638.06
  2004          24            394248.12       391504.74       785752.86
  2004          25            385315.59       381342.07       766657.65
  2004          26            365591.64       361855.35       727447.00
  2004          27            361860.35       360474.64       722334.98
  2004          28            373475.73       373640.89       747116.62
  2004          29            386722.04       386464.64       773186.68
  2004          30            398661.62       396934.79       795596.41
  2004          31            419417.62       415473.61       834891.23
  2004          32            437909.99       430461.66       868371.65
  2004          33            455933.63       446488.40       902422.03
  2004          34            450746.11       441172.39       891918.50
  2004          35            464339.21       455134.98       919474.19
  2004          36            467248.15       459522.70       926770.85
  2004          37            476041.77       469981.01       946022.78
  2004          38            477372.73       470168.54       947541.26
  2004          39            479841.59       470612.73       950454.32
  2004          40            475484.07       464701.82       940185.89
  2004          41            469199.12       458218.46       927417.59
  2004          42            458912.51       449618.81       908531.32
  2004          43            444535.31       437050.34       881585.65
  2004          44            426617.23       420474.21       847091.44
  2004          45            422098.60       417001.76       839100.35
  2004          46            410827.90       405723.84       816551.74
  2004          47            398000.04       391875.33       789875.37
  2004          48            387131.94       380340.63       767472.57
  2004          49            375994.69       368998.24       744992.92
  2004          50            375606.64       368610.76       744217.40
  2004          51            372145.04       365545.56       737690.60
  2004          52            367030.33       360468.46       727498.80
  2004          53            372340.07       365051.52       737391.59
  2004          54            380803.79       372830.19       753633.98
  2004          55            394566.77       386454.17       781020.95
  2004          56            411969.45       403654.76       815624.21
  2004          57            434987.93       425959.84       860947.78
  2004          58            366156.05       357839.80       723995.84
  2004          59            351084.63       342463.38       693548.01
  2004          60            340405.90       331030.46       671436.36
  2004          61            329409.54       318167.45       647576.99
  2004          62            302710.09       289504.74       592214.83
  2004          63            283883.26       269462.77       553346.03
  2004          64            289950.59       273977.27       563927.86
  2004          65            291392.03       273883.98       565276.02
  2004          66            289432.17       270555.48       559987.65
  2004          67            280647.45       259970.74       540618.19
  2004          68            272954.26       250093.13       523047.39
  2004          69            264491.89       239287.37       503779.26
  2004          70            256946.75       228571.91       485518.65
  2004          71            253540.33       221156.07       474696.39
  2004          72            253378.14       216238.65       469616.78
  2004          73            251960.66       209219.73       461180.39
  2004          74            246209.24       198743.48       444952.72
  2004          75            236495.38       186598.85       423094.24
  2004          76            227185.38       175200.20       402385.57
  2004          77            220810.94       165572.07       386383.01
  2004          78            214510.17       155285.65       369795.82
  2004          79            206486.46       143314.98       349801.45
  2004          80            197728.29       131296.35       329024.63
  2004          81            191129.66       120310.17       311439.83
  2004          82            186056.20       111532.76       297588.96
  2004          83            187408.74       106241.13       293649.87
  2004          84            158913.41        85335.16       244248.57
  2004          85            115222.48        58298.58       173521.06
  2004          86             96945.64        46055.71       143001.35
  2004          87             93011.22        41726.55       134737.77
  2004          88             88894.03        37488.26       126382.29
  2004          89             80567.70        31591.80       112159.49
  2004          90             70251.73        25475.72        95727.45
  2004          91             57763.95        19466.71        77230.66
  2004          92             46151.09        14475.24        60626.33
  2004          93             36286.36        10392.64        46678.99
  2004          94             28069.74         7323.45        35393.19
  2004          95             21247.85         5086.47        26334.31
  2004          96             15472.67         3349.86        18822.53
  2004          97             10717.54         2103.91        12821.46
  2004          98              7189.68         1301.10         8490.78
  2004          99              4723.43          771.56         5494.98
  2004         100              3062.39          423.62         3486.00
  2004         101              1886.50          216.18         2102.68
  2004         102              1085.53          113.57         1199.11
  2004         103               615.90           62.44          678.34
  2004         104               327.84           30.86          358.70
  2004         105               165.02           13.56          178.59
  2004         106                89.25            6.38           95.63
  2004         107                45.86            4.14           50.00
  2004         108                21.95            1.85           23.80
  2004         109                10.97            0.72           11.69
  2004         110+                7.33            0.23            7.56
  2005           0            350310.60       367923.28       718233.88
  2005           1            341597.79       359554.39       701152.19
  2005           2            332253.71       349880.06       682133.77
  2005           3            325631.47       341883.98       667515.45
  2005           4            330517.61       346316.96       676834.57
  2005           5            337439.42       354297.98       691737.40
  2005           6            346839.45       363745.19       710584.64
  2005           7            354426.31       371159.69       725586.00
  2005           8            363111.68       381162.09       744273.77
  2005           9            358393.65       377518.45       735912.10
  2005          10            362368.23       381912.78       744281.01
  2005          11            370584.60       390052.89       760637.49
  2005          12            373136.54       391355.83       764492.36
  2005          13            385029.98       402216.62       787246.60
  2005          14            387742.84       405610.53       793353.37
  2005          15            381498.30       400010.76       781509.06
  2005          16            380988.28       396507.12       777495.40
  2005          17            386761.97       397916.02       784677.99
  2005          18            383593.24       391802.71       775395.95
  2005          19            386391.93       396117.46       782509.39
  2005          20            389677.87       400996.10       790673.97
  2005          21            382868.33       392632.10       775500.43
  2005          22            387611.57       389337.58       776949.15
  2005          23            394206.07       389696.21       783902.29
  2005          24            404682.15       399134.01       803816.16
  2005          25            403566.79       399438.33       803005.12
  2005          26            393990.85       388972.25       782963.10
  2005          27            372944.39       368833.99       741778.39
  2005          28            368566.85       367088.38       735655.23
  2005          29            379664.76       379584.03       759248.80
  2005          30            391544.24       388982.38       780526.62
  2005          31            402638.14       399177.64       801815.78
  2005          32            422897.70       417739.90       840637.60
  2005          33            440602.48       432357.65       872960.14
  2005          34            458519.72       448253.29       906773.01
  2005          35            452281.98       443645.99       895927.97
  2005          36            465539.31       456938.81       922478.12
  2005          37            468226.05       460952.52       929178.56
  2005          38            476728.76       470955.72       947684.48
  2005          39            477929.85       470918.41       948848.26
  2005          40            480105.11       470453.61       950558.72
  2005          41            475674.78       464513.32       940188.10
  2005          42            469188.14       458303.74       927491.88
  2005          43            458789.79       449665.86       908455.65
  2005          44            444264.34       437064.35       881328.69
  2005          45            425981.09       420310.37       846291.46
  2005          46            421478.36       416609.18       838087.53
  2005          47            410083.75       405122.88       815206.63
  2005          48            397259.96       391213.49       788473.45
  2005          49            386325.11       379595.79       765920.90
  2005          50            374707.46       367905.66       742613.12
  2005          51            374374.90       367515.25       741890.15
  2005          52            370829.17       364357.03       735186.21
  2005          53            365560.73       359106.39       724667.11
  2005          54            370711.53       363427.09       734138.62
  2005          55            379039.04       370916.91       749955.96
  2005          56            392428.26       383971.42       776399.68
  2005          57            409829.39       401076.29       810905.67
  2005          58            432884.21       423368.17       856252.37
  2005          59            363813.44       355097.24       718910.68
  2005          60            348322.99       338860.59       687183.58
  2005          61            337809.94       327594.36       665404.30
  2005          62            326795.79       314535.49       641331.28
  2005          63            299852.18       285532.15       585384.34
  2005          64            280810.37       265222.06       546032.42
  2005          65            286586.97       269033.48       555620.45
  2005          66            288025.11       268848.85       556873.96
  2005          67            285775.39       265285.73       551061.12
  2005          68            276669.00       254353.18       531022.18
  2005          69            268842.18       244165.13       513007.31
  2005          70            260296.86       233325.47       493622.33
  2005          71            252387.52       222148.62       474536.15
  2005          72            248454.17       214197.69       462651.86
  2005          73            247748.04       208848.92       456596.96
  2005          74            245699.77       201297.72       446997.49
  2005          75            239307.60       190516.12       429823.72
  2005          76            229076.72       177903.85       406980.58
  2005          77            219252.87       166155.10       385407.96
  2005          78            212106.62       155973.77       368080.39
  2005          79            205025.51       145346.75       350372.26
  2005          80            194943.18       133151.44       328094.62
  2005          81            187278.79       121293.37       308572.16
  2005          82            179838.31       110191.06       290029.38
  2005          83            173797.73       101191.89       274989.62
  2005          84            173591.58        95225.33       268816.91
  2005          85            145808.87        75564.14       221373.01
  2005          86            104593.59        50919.74       155513.33
  2005          87             86941.34        39587.14       126528.47
  2005          88             82297.77        35372.32       117670.09
  2005          89             77506.16        31264.01       108770.17
  2005          90             69110.38        25811.58        94921.96
  2005          91             59246.97        20365.16        79612.14
  2005          92             47701.85        15214.45        62916.30
  2005          93             37260.22        11065.04        48325.26
  2005          94             28562.36         7740.88        36303.24
  2005          95             21514.54         5289.07        26803.61
  2005          96             15935.39         3573.77        19509.16
  2005          97             11302.74         2283.84        13586.59
  2005          98              7590.45         1378.98         8969.43
  2005          99              4930.89          830.39         5761.28
  2005         100              3140.56          477.01         3617.57
  2005         101              1976.98          251.56         2228.53
  2005         102              1160.61          124.68         1285.29
  2005         103               645.45           62.56          708.01
  2005         104               355.76           34.81          390.57
  2005         105               181.68           16.65          198.33
  2005         106                87.09            7.01           94.10
  2005         107                47.99            4.64           52.63
  2005         108                24.45            2.40           26.85
  2005         109                10.64            0.72           11.35
  2005         110+                6.63            0.24            6.87
  2006           0            358735.43       376302.26       735037.69
  2006           1            350781.16       367898.72       718679.88
  2006           2            342092.15       359635.86       701728.01
  2006           3            332935.36       350273.01       683208.37
  2006           4            326662.25       342781.81       669444.06
  2006           5            331482.14       347343.97       678826.11
  2006           6            338766.40       355611.36       694377.76
  2006           7            348312.90       365206.61       713519.51
  2006           8            355909.89       372580.90       728490.78
  2006           9            364607.96       382728.12       747336.08
  2006          10            360260.38       379401.94       739662.32
  2006          11            364264.38       383688.93       747953.31
  2006          12            372380.73       391407.27       763788.00
  2006          13            374619.76       392150.69       766770.44
  2006          14            386334.46       402245.52       788579.98
  2006          15            389479.19       407794.35       797273.54
  2006          16            383287.73       402280.91       785568.65
  2006          17            383195.53       398856.42       782051.96
  2006          18            391273.52       401332.78       792606.30
  2006          19            392041.82       398516.57       790558.39
  2006          20            395075.07       400084.17       795159.25
  2006          21            400575.54       407489.69       808065.23
  2006          22            396209.63       400594.50       796804.13
  2006          23            400975.53       399373.17       800348.70
  2006          24            407678.53       400793.48       808472.00
  2006          25            413040.49       407529.58       820570.08
  2006          26            411657.10       407722.24       819379.33
  2006          27            401352.72       397190.45       798543.17
  2006          28            379299.02       376447.52       755746.54
  2006          29            374050.29       373797.09       747847.38
  2006          30            384398.34       382275.12       766673.46
  2006          31            395536.27       391168.72       786705.00
  2006          32            406200.81       401346.28       807547.09
  2006          33            425579.08       419607.45       845186.52
  2006          34            442974.85       434217.60       877192.45
  2006          35            460218.51       451207.59       911426.09
  2006          36            453618.05       445785.72       899403.77
  2006          37            466621.36       458690.29       925311.65
  2006          38            469108.18       462099.81       931207.99
  2006          39            477269.92       471727.88       948997.80
  2006          40            478090.73       470282.68       948373.41
  2006          41            480336.94       469762.54       950099.49
  2006          42            475814.90       464085.57       939900.46
  2006          43            469174.59       458013.08       927187.67
  2006          44            458615.29       449580.23       908195.51
  2006          45            443737.06       436541.55       880278.61
  2006          46            425452.35       419605.43       845057.78
  2006          47            420863.43       415838.88       836702.30
  2006          48            409363.62       404115.27       813478.89
  2006          49            396492.86       390156.29       786649.16
  2006          50            385180.25       378553.61       763733.86
  2006          51            373544.30       366714.67       740258.97
  2006          52            373107.93       366231.61       739339.54
  2006          53            369527.37       363056.43       732583.80
  2006          54            364085.99       357532.12       721618.11
  2006          55            369266.91       361390.71       730657.62
  2006          56            377454.61       368470.56       745925.16
  2006          57            390568.43       381250.49       771818.92
  2006          58            407905.50       398234.14       806139.64
  2006          59            430945.25       420441.79       851387.04
  2006          60            361108.67       351114.81       712223.48
  2006          61            345344.61       334670.78       680015.39
  2006          62            335121.51       323671.72       658793.23
  2006          63            323936.42       310268.40       634204.83
  2006          64            296831.43       281100.66       577932.09
  2006          65            277180.24       260475.70       537655.93
  2006          66            282942.73       264064.07       547006.80
  2006          67            283980.50       263782.94       547763.44
  2006          68            281600.29       259836.99       541437.28
  2006          69            272332.23       248541.65       520873.87
  2006          70            264440.59       238338.98       502779.57
  2006          71            255686.74       227125.66       482812.40
  2006          72            247450.81       215526.21       462977.02
  2006          73            242935.94       207233.77       450169.71
  2006          74            241649.23       201355.02       443004.25
  2006          75            239030.04       193348.38       432378.42
  2006          76            232006.39       182092.94       414099.33
  2006          77            221304.54       169148.86       390453.41
  2006          78            210911.42       156947.43       367858.85
  2006          79            203051.29       146520.25       349571.55
  2006          80            194581.88       136050.09       330631.98
  2006          81            184847.47       123334.32       308181.79
  2006          82            176492.74       111392.96       287885.70
  2006          83            168290.05       100228.15       268518.20
  2006          84            161248.39        91076.35       252324.74
  2006          85            159537.94        84661.28       244199.23
  2006          86            132756.50        66276.32       199032.82
  2006          87             94074.64        43964.71       138039.35
  2006          88             77133.54        33719.59       110853.12
  2006          89             71968.27        29606.13       101574.40
  2006          90             66727.13        25606.18        92333.30
  2006          91             58440.59        20690.84        79131.44
  2006          92             49094.63        15962.57        65057.19
  2006          93             38648.78        11650.75        50299.53
  2006          94             29452.81         8282.50        37735.31
  2006          95             22006.51         5632.75        27639.25
  2006          96             16185.12         3732.58        19917.70
  2006          97             11686.83         2442.86        14129.69
  2006          98              8049.39         1502.71         9552.10
  2006          99              5250.22          892.09         6142.31
  2006         100              3295.14          525.02         3820.16
