United Kingdom, Exposure to risk (period 1x1), 	Last modified: 28 May 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1955           0            375807.92       396216.35       772024.27
  1955           1            378154.59       397589.41       775744.00
  1955           2            376139.43       394848.05       770987.48
  1955           3            370914.04       389089.26       760003.29
  1955           4            376645.64       395628.94       772274.58
  1955           5            388269.72       407887.26       796156.98
  1955           6            407926.88       428390.77       836317.65
  1955           7            432968.15       453680.97       886649.12
  1955           8            470120.21       491854.30       961974.51
  1955           9            396836.26       415357.32       812193.59
  1955          10            380379.20       397584.50       777963.71
  1955          11            374489.77       389914.13       764403.91
  1955          12            365738.63       378041.25       743779.88
  1955          13            338773.95       347332.01       686105.96
  1955          14            318095.58       324357.35       642452.93
  1955          15            328169.96       332863.93       661033.88
  1955          16            334734.21       337950.72       672684.93
  1955          17            336586.74       340433.89       677020.63
  1955          18            329334.06       329558.66       658892.71
  1955          19            324218.06       321883.34       646101.40
  1955          20            319791.97       320895.19       640687.16
  1955          21            316917.08       318225.27       635142.35
  1955          22            321109.59       315429.89       636539.48
  1955          23            331191.96       314069.58       645261.54
  1955          24            340338.90       321541.23       661880.13
  1955          25            343162.11       331172.12       674334.23
  1955          26            342294.97       333635.87       675930.85
  1955          27            343261.53       336997.62       680259.15
  1955          28            349005.06       344606.04       693611.10
  1955          29            357095.94       353798.80       710894.74
  1955          30            362260.35       358716.56       720976.91
  1955          31            368106.02       362709.26       730815.28
  1955          32            378491.15       371324.34       749815.48
  1955          33            397614.35       389597.50       787211.85
  1955          34            416921.30       407898.27       824819.57
  1955          35            399902.86       390025.37       789928.23
  1955          36            342107.19       330854.06       672961.25
  1955          37            308535.88       296053.75       604589.63
  1955          38            326209.57       313240.42       639449.99
  1955          39            354472.95       340412.51       694885.46
  1955          40            377971.04       361851.27       739822.31
  1955          41            389120.92       371902.21       761023.13
  1955          42            387754.97       371392.56       759147.52
  1955          43            385926.25       371726.07       757652.32
  1955          44            386045.63       372943.26       758988.90
  1955          45            384204.82       371302.50       755507.32
  1955          46            385668.92       371927.77       757596.69
  1955          47            383935.80       368837.73       752773.53
  1955          48            375665.63       360677.39       736343.02
  1955          49            371426.03       355994.21       727420.23
  1955          50            367953.82       350270.63       718224.46
  1955          51            362863.52       343347.08       706210.60
  1955          52            357699.34       337915.83       695615.17
  1955          53            352385.32       331877.45       684262.78
  1955          54            351142.89       324458.16       675601.05
  1955          55            341367.96       306186.25       647554.21
  1955          56            327773.12       281524.51       609297.63
  1955          57            320733.09       264122.31       584855.40
  1955          58            313798.96       252620.33       566419.29
  1955          59            304016.92       241151.91       545168.83
  1955          60            295719.21       232330.65       528049.86
  1955          61            290543.89       227139.49       517683.38
  1955          62            286206.71       222512.44       508719.14
  1955          63            279070.35       214333.02       493403.37
  1955          64            269483.53       202844.63       472328.16
  1955          65            258263.44       191482.57       449746.01
  1955          66            252451.35       184736.06       437187.41
  1955          67            248087.52       178788.50       426876.02
  1955          68            239134.01       170557.21       409691.22
  1955          69            230576.05       162280.52       392856.57
  1955          70            219623.03       152399.33       372022.37
  1955          71            207270.26       142295.97       349566.22
  1955          72            198235.34       134163.90       332399.24
  1955          73            189084.87       126610.97       315695.84
  1955          74            178074.94       116976.39       295051.32
  1955          75            163907.94       105818.93       269726.87
  1955          76            150900.70        96766.35       247667.05
  1955          77            139783.47        88681.04       228464.51
  1955          78            127548.29        79981.12       207529.41
  1955          79            114614.82        70525.55       185140.37
  1955          80            101815.95        61902.92       163718.86
  1955          81             88028.20        52319.57       140347.77
  1955          82             75139.62        43402.99       118542.62
  1955          83             63737.83        35512.91        99250.75
  1955          84             53259.60        28584.11        81843.71
  1955          85             43537.29        22334.18        65871.47
  1955          86             35099.62        16957.00        52056.62
  1955          87             28122.08        12794.71        40916.79
  1955          88             22011.88         9400.58        31412.46
  1955          89             16932.73         6740.32        23673.05
  1955          90             12713.16         4770.22        17483.38
  1955          91              9433.51         3316.95        12750.45
  1955          92              6885.58         2229.59         9115.17
  1955          93              4839.56         1470.81         6310.37
  1955          94              3287.44          952.21         4239.65
  1955          95              2172.21          585.28         2757.49
  1955          96              1381.90          327.00         1708.91
  1955          97               863.43          175.76         1039.18
  1955          98               540.66           97.06          637.72
  1955          99               319.74           44.66          364.40
  1955         100               172.83           20.95          193.78
  1955         101                86.37           14.52          100.89
  1955         102                42.95            6.92           49.87
  1955         103                20.36            3.25           23.61
  1955         104                 8.64            1.94           10.58
  1955         105                 5.74            0.47            6.21
  1955         106                 3.17            0.00            3.17
  1955         107                 1.21            0.00            1.21
  1955         108                 0.49            0.00            0.49
  1955         109                 0.00            0.00            0.00
  1955         110+                0.00            0.00            0.00
  1956           0            386535.09       407437.37       793972.46
  1956           1            373161.94       392626.37       765788.31
  1956           2            377097.41       396383.32       773480.72
  1956           3            375298.16       393893.86       769192.02
  1956           4            370411.98       388567.74       758979.72
  1956           5            376490.47       395458.65       771949.12
  1956           6            388157.56       407782.78       795940.33
  1956           7            407465.29       427892.79       835358.08
  1956           8            432175.04       452831.68       885006.72
  1956           9            469510.58       491232.95       960743.52
  1956          10            397259.70       415764.39       813024.08
  1956          11            380808.65       397835.47       778644.12
  1956          12            374723.75       389689.77       764413.52
  1956          13            366666.21       378143.28       744809.49
  1956          14            340099.89       347482.47       687582.36
  1956          15            319385.69       324137.30       643522.99
  1956          16            329067.46       332002.98       661070.44
  1956          17            335439.01       336823.67       672262.68
  1956          18            337169.20       334767.91       671937.11
  1956          19            330028.37       326046.41       656074.78
  1956          20            324896.90       325070.02       649966.92
  1956          21            320333.26       323516.62       643849.87
  1956          22            317179.71       319328.42       636508.13
  1956          23            321001.76       318521.52       639523.28
  1956          24            330690.39       317958.76       648649.14
  1956          25            339509.58       325476.51       664986.09
  1956          26            342171.69       333043.02       675214.71
  1956          27            341298.49       334539.43       675837.91
  1956          28            342241.98       337290.28       679532.26
  1956          29            347919.11       344259.67       692178.78
  1956          30            355992.13       353196.24       709188.36
  1956          31            361229.55       358073.10       719302.65
  1956          32            367019.92       362134.58       729154.49
  1956          33            377207.88       370622.52       747830.40
  1956          34            396081.90       388606.29       784688.19
  1956          35            415316.79       406776.16       822092.95
  1956          36            399101.90       389581.89       788683.78
  1956          37            342408.74       331517.89       673926.63
  1956          38            308823.43       296581.84       605405.27
  1956          39            325610.53       312673.31       638283.84
  1956          40            353328.01       339238.53       692566.54
  1956          41            376755.64       360475.67       737231.31
  1956          42            388107.23       370657.41       758764.64
  1956          43            386692.08       370048.72       756740.80
  1956          44            384439.69       369755.04       754194.73
  1956          45            384379.57       370602.17       754981.75
  1956          46            382811.92       369087.11       751899.03
  1956          47            384051.86       369615.02       753666.88
  1956          48            382066.64       366595.07       748661.70
  1956          49            374169.25       358641.30       732810.55
  1956          50            369651.80       353344.66       722996.46
  1956          51            366131.41       347418.36       713549.77
  1956          52            361301.72       340638.84       701940.56
  1956          53            355867.23       334761.33       690628.56
  1956          54            349795.63       327968.57       677764.21
  1956          55            347300.60       319790.30       667090.90
  1956          56            337782.59       301500.43       639283.01
  1956          57            325229.97       277159.83       602389.80
  1956          58            317896.54       259468.31       577364.85
  1956          59            310725.22       247731.42       558456.64
  1956          60            301038.03       236270.28       537308.31
  1956          61            292644.80       227149.11       519793.90
  1956          62            286900.95       221298.95       508199.90
  1956          63            281812.33       215878.44       497690.76
  1956          64            274207.74       207277.82       481485.56
  1956          65            264346.68       195769.84       460116.52
  1956          66            253238.20       184638.07       437876.27
  1956          67            246963.94       177376.20       424340.14
  1956          68            241694.25       170672.32       412366.57
  1956          69            232427.07       162157.94       394585.00
  1956          70            223375.34       153607.63       376982.97
  1956          71            212091.84       143809.63       355901.47
  1956          72            199421.39       133577.28       332998.67
  1956          73            189318.64       124888.77       314207.41
  1956          74            179411.74       116896.58       296308.32
  1956          75            168214.03       107279.61       275493.65
  1956          76            154061.78        96387.75       250449.52
  1956          77            140859.96        87354.05       228214.00
  1956          78            129275.16        79305.36       208580.51
  1956          79            116845.92        70554.97       187400.88
  1956          80            105043.12        62664.72       167707.84
  1956          81             91618.41        53646.85       145265.27
  1956          82             78370.25        44719.56       123089.80
  1956          83             65913.06        36396.77       102309.83
  1956          84             55003.55        29193.53        84197.08
  1956          85             45199.73        23025.99        68225.72
  1956          86             36364.71        17653.86        54018.58
  1956          87             28804.27        13140.67        41944.95
  1956          88             22765.27         9725.41        32490.68
  1956          89             17466.34         6958.98        24425.32
  1956          90             13133.44         4863.67        17997.11
  1956          91              9717.23         3389.87        13107.10
  1956          92              7079.34         2284.16         9363.50
  1956          93              5066.97         1491.34         6558.31
  1956          94              3466.14          970.55         4436.69
  1956          95              2273.56          610.01         2883.58
  1956          96              1451.74          356.63         1808.36
  1956          97               881.33          190.82         1072.15
  1956          98               537.31          100.85          638.16
  1956          99               334.93           51.13          386.06
  1956         100               191.43           19.52          210.95
  1956         101                96.98           10.37          107.34
  1956         102                44.19            7.12           51.31
  1956         103                20.26            3.16           23.42
  1956         104                 9.99            1.49           11.48
  1956         105                 4.43            0.47            4.90
  1956         106                 2.49            0.00            2.49
  1956         107                 0.96            0.00            0.96
  1956         108                 0.00            0.00            0.00
  1956         109                 0.00            0.00            0.00
  1956         110+                0.00            0.00            0.00
  1957           0            399217.40       420953.77       820171.17
  1957           1            383797.48       403898.23       787695.71
  1957           2            372701.09       392113.81       764814.90
  1957           3            376191.33       395335.55       771526.89
  1957           4            374526.19       392996.97       767523.15
  1957           5            369943.05       388071.19       758014.25
  1957           6            376339.55       395276.03       771615.57
  1957           7            388079.57       407710.64       795790.21
  1957           8            407014.26       427423.23       834437.48
  1957           9            431388.02       452009.66       883397.67
  1957          10            468894.11       490595.77       959489.89
  1957          11            397685.16       416167.75       813852.91
  1957          12            381223.39       398076.37       779299.75
  1957          13            374940.97       389450.93       764391.91
  1957          14            367586.23       378211.03       745797.25
  1957          15            341418.54       347467.27       688885.81
  1957          16            320660.22       323786.73       644446.96
  1957          17            329925.26       331101.99       661027.25
  1957          18            335954.58       331942.68       667897.26
  1957          19            337861.42       330673.13       668534.54
  1957          20            330704.56       328279.50       658984.06
  1957          21            325544.31       327752.39       653296.70
  1957          22            320822.40       324469.02       645291.42
  1957          23            317377.84       321778.06       639155.91
  1957          24            320834.59       320671.96       641506.55
  1957          25            330138.88       321709.36       651848.24
  1957          26            338644.87       328880.07       667524.93
  1957          27            341147.98       334722.68       675870.65
  1957          28            340281.97       335355.75       675637.72
  1957          29            341194.62       337483.24       678677.85
  1957          30            346831.31       343984.43       690815.73
  1957          31            354870.16       352460.31       707330.47
  1957          32            360170.86       357356.45       717527.31
  1957          33            365914.45       361527.72       727442.17
  1957          34            375897.83       369857.60       745755.43
  1957          35            394498.82       387561.72       782060.54
  1957          36            413650.18       405541.58       819191.76
  1957          37            398254.77       389075.87       787330.63
  1957          38            342673.57       332092.55       674766.12
  1957          39            309032.72       297042.57       606075.29
  1957          40            324945.29       312081.46       637026.75
  1957          41            352124.10       337997.91       690122.02
  1957          42            375418.24       359018.44       734436.68
  1957          43            387010.37       369278.63       756289.00
  1957          44            385583.60       368568.52       754152.12
  1957          45            382870.41       367648.61       750519.02
  1957          46            382600.20       368003.80       750604.00
  1957          47            381319.19       366667.89       747987.09
  1957          48            382298.54       367111.53       749410.07
  1957          49            380099.25       364088.41       744187.65
  1957          50            372594.47       356391.11       728985.58
  1957          51            367780.67       350497.97       718278.64
  1957          52            364170.45       344293.50       708463.95
  1957          53            359567.92       337505.82       697073.74
  1957          54            353878.49       331180.49       685058.98
  1957          55            347152.96       323767.48       670920.44
  1957          56            343325.57       314603.59       657929.16
  1957          57            333927.72       296251.45       630179.17
  1957          58            322414.49       272360.15       594774.64
  1957          59            314863.97       254393.89       569257.86
  1957          60            307445.13       242508.58       549953.71
  1957          61            297850.65       231016.02       528866.67
  1957          62            289252.58       221423.01       510675.59
  1957          63            282810.03       214851.55       497661.58
  1957          64            276985.78       208737.15       485722.93
  1957          65            268988.37       199746.74       468735.11
  1957          66            258932.12       188470.33       447402.44
  1957          67            247827.90       177371.20       425199.10
  1957          68            241052.24       169506.71       410558.94
  1957          69            234973.23       162184.45       397157.68
  1957          70            225372.65       153454.41       378827.06
  1957          71            215808.11       144837.10       360645.21
  1957          72            204060.86       134889.94       338950.80
  1957          73            190852.07       124436.87       315288.94
  1957          74            180039.52       115509.43       295548.96
  1957          75            169649.87       107281.28       276931.14
  1957          76            158166.00        97749.68       255915.68
  1957          77            144156.10        87314.43       231470.53
  1957          78            130733.53        78401.70       209135.23
  1957          79            118685.79        70274.29       188960.08
  1957          80            107835.69        62880.42       170716.12
  1957          81             94915.39        54573.64       149489.03
  1957          82             81940.99        46108.57       128049.56
  1957          83             69092.50        37722.61       106815.10
  1957          84             57262.34        30131.04        87393.37
  1957          85             47064.99        23736.25        70801.24
  1957          86             38101.38        18414.60        56515.98
  1957          87             30160.96        13842.53        44003.50
  1957          88             23506.45        10093.37        33599.82
  1957          89             18181.29         7308.01        25489.30
  1957          90             13684.32         5085.70        18770.02
  1957          91             10147.53         3479.43        13626.95
  1957          92              7358.74         2371.26         9730.00
  1957          93              5254.49         1558.01         6812.50
  1957          94              3650.07          997.69         4647.76
  1957          95              2423.11          616.64         3039.75
  1957          96              1547.75          374.52         1922.26
  1957          97               952.37          216.34         1168.70
  1957          98               568.47          114.66          683.13
  1957          99               345.92           60.82          406.74
  1957         100               209.98           27.56          237.55
  1957         101               112.54           10.10          122.64
  1957         102                53.33            4.47           57.80
  1957         103                23.00            2.98           25.98
  1957         104                11.17            1.67           12.84
  1957         105                 5.63            0.47            6.09
  1957         106                 1.95            0.00            1.95
  1957         107                 0.73            0.00            0.73
  1957         108                 0.23            0.00            0.23
  1957         109                 0.00            0.00            0.00
  1957         110+                0.00            0.00            0.00
  1958           0            411091.65       433785.93       844877.57
  1958           1            396157.28       417067.78       813225.06
  1958           2            383233.49       403401.45       786634.94
  1958           3            372363.30       391732.00       764095.30
  1958           4            375358.92       394349.17       769708.09
  1958           5            373798.26       392146.55       765944.81
  1958           6            369487.16       387592.69       757079.85
  1958           7            376253.14       395161.93       771415.07
  1958           8            388060.61       407685.14       795745.75
  1958           9            406609.16       426990.94       833600.10
  1958          10            430636.85       451214.13       881850.98
  1958          11            468333.99       490014.73       958348.72
  1958          12            398133.79       416594.51       814728.30
  1958          13            381662.58       398327.26       779989.84
  1958          14            375189.28       389217.33       764406.60
  1958          15            368535.22       378160.23       746695.45
  1958          16            342760.16       347214.55       689974.71
  1958          17            321936.45       323377.75       645314.19
  1958          18            330659.51       328068.86       658728.37
  1958          19            336653.95       328473.84       665127.79
  1958          20            338621.93       331912.93       670534.86
  1958          21            331446.98       330940.50       662387.48
  1958          22            326238.95       328690.55       654929.49
  1958          23            321328.17       326923.72       648251.89
  1958          24            317608.65       323298.13       640906.78
  1958          25            320709.00       322698.46       643407.46
  1958          26            329648.27       325126.45       654774.72
  1958          27            337857.86       332221.79       670079.65
  1958          28            340206.17       336414.31       676620.48
  1958          29            339312.26       336202.70       675514.95
  1958          30            340229.49       337879.51       678109.00
  1958          31            345793.88       343693.14       689487.02
  1958          32            353794.13       351757.69       705551.82
  1958          33            359154.52       356701.68       715856.20
  1958          34            364842.09       360933.49       725775.58
  1958          35            374606.34       369108.21       743714.55
  1958          36            392936.75       386496.07       779432.82
  1958          37            411998.58       404336.56       816335.14
  1958          38            397426.95       388601.81       786028.77
  1958          39            342915.87       332689.39       675605.27
  1958          40            309226.30       297570.80       606797.10
  1958          41            324255.76       311477.21       635732.98
  1958          42            350866.38       336682.73       687549.12
  1958          43            374042.67       357476.65       731519.32
  1958          44            385888.34       367814.04       753702.38
  1958          45            384398.22       367004.14       751402.36
  1958          46            381216.71       365368.06       746584.77
  1958          47            380742.95       365265.94       746008.89
  1958          48            379693.18       364102.57       743795.75
  1958          49            380456.62       364373.27       744829.89
  1958          50            378021.42       361357.69       739379.11
  1958          51            370875.96       353913.85       724789.80
  1958          52            365786.07       347307.89       713093.96
  1958          53            362025.19       340662.61       702687.79
  1958          54            357681.27       333972.94       691654.21
  1958          55            351807.01       327352.86       679159.87
  1958          56            344330.74       319086.56       663417.30
  1958          57            339101.77       308918.18       648019.95
  1958          58            329880.59       290563.27       620443.86
  1958          59            319419.51       267094.05       586513.56
  1958          60            311558.73       248957.17       560515.90
  1958          61            303933.14       236997.61       540930.75
  1958          62            294315.14       225237.76       519552.89
  1958          63            285361.81       215190.35       500552.16
  1958          64            278343.36       207895.98       486239.33
  1958          65            271913.00       201133.20       473046.19
  1958          66            263526.55       192087.82       455614.37
  1958          67            253128.44       180736.03       433864.47
  1958          68            241957.09       169546.68       411503.77
  1958          69            234721.23       161283.45       396004.68
  1958          70            227761.17       153433.54       381194.70
  1958          71            217839.42       144650.40       362489.82
  1958          72            207660.17       135638.07       343298.25
  1958          73            195344.21       125513.16       320857.37
  1958          74            181892.34       115243.77       297136.11
  1958          75            170470.07       106165.28       276635.35
  1958          76            159480.00        97733.03       257213.04
  1958          77            147847.14        88483.28       236330.42
  1958          78            134006.95        78468.71       212475.66
  1958          79            120390.35        69680.74       190071.08
  1958          80            109414.98        62578.34       171993.32
  1958          81             97592.26        54814.05       152406.31
  1958          82             85018.86        46914.88       131933.74
  1958          83             72387.27        38964.21       111351.48
  1958          84             60206.27        31370.69        91576.97
  1958          85             49170.64        24632.99        73803.63
  1958          86             39846.03        19079.33        58925.36
  1958          87             31701.12        14481.89        46183.01
  1958          88             24700.18        10658.81        35358.99
  1958          89             18897.08         7620.76        26517.84
  1958          90             14314.31         5389.70        19704.01
  1958          91             10623.30         3662.04        14285.34
  1958          92              7731.66         2442.60        10174.26
  1958          93              5473.66         1622.98         7096.64
  1958          94              3805.06         1039.14         4844.20
  1958          95              2566.76          633.16         3199.92
  1958          96              1670.15          383.97         2054.12
  1958          97              1024.32          231.69         1256.01
  1958          98               602.54          130.54          733.08
  1958          99               358.57           67.56          426.13
  1958         100               215.37           35.48          250.84
  1958         101               127.57           18.30          145.87
  1958         102                64.62            6.66           71.28
  1958         103                28.87            2.24           31.12
  1958         104                11.78            1.50           13.28
  1958         105                 5.24            0.73            5.96
  1958         106                 2.43            0.23            2.66
  1958         107                 0.74            0.00            0.74
  1958         108                 0.50            0.00            0.50
  1958         109                 0.23            0.00            0.23
  1958         110+                0.00            0.00            0.00
  1959           0            420508.17       444280.59       864788.76
  1959           1            408315.00       430244.43       838559.43
  1959           2            395289.09       416211.50       811500.58
  1959           3            382815.23       403047.71       785862.94
  1959           4            372107.39       391427.10       763534.49
  1959           5            374566.52       393415.40       767981.92
  1959           6            373090.43       391340.77       764431.20
  1959           7            369081.92       387160.23       756242.15
  1959           8            376232.07       395093.57       771325.65
  1959           9            388067.06       407689.83       795756.89
  1959          10            406232.46       426603.19       832835.66
  1959          11            429922.67       450462.19       880384.86
  1959          12            467791.45       489453.26       957244.71
  1959          13            398590.41       417030.19       815620.60
  1959          14            382120.17       398592.88       780713.05
  1959          15            375460.22       388806.28       764266.51
  1959          16            369498.94       377717.88       747216.82
  1959          17            344076.17       346720.07       690796.24
  1959          18            323112.77       322122.45       645235.22
  1959          19            331571.01       326082.46       657653.48
  1959          20            337428.95       328117.81       665546.76
  1959          21            339449.41       334155.56       673604.98
  1959          22            332224.91       331449.50       663674.41
  1959          23            326939.80       330873.17       657812.97
  1959          24            321868.90       328297.43       650166.32
  1959          25            317884.94       324523.56       642408.50
  1959          26            320649.39       324405.50       645054.89
  1959          27            329226.36       328434.47       657660.83
  1959          28            337111.80       335531.39       672643.19
  1959          29            339299.54       338125.03       677424.57
  1959          30            338393.76       337211.62       675605.38
  1959          31            339296.15       338205.38       677501.52
  1959          32            344789.46       343387.03       688176.49
  1959          33            352733.21       351079.80       703813.01
  1959          34            358151.10       356039.04       714190.14
  1959          35            363771.79       360338.94       724110.74
  1959          36            373325.56       368352.17       741677.74
  1959          37            391394.48       385473.92       776868.40
  1959          38            410354.06       403137.22       813491.28
  1959          39            396571.01       388106.35       784677.35
  1959          40            343137.07       333297.30       676434.37
  1959          41            309414.02       298024.15       607438.17
  1959          42            323543.68       310784.80       634328.48
  1959          43            349558.35       335321.38       684879.73
  1959          44            372648.80       355862.92       728511.73
  1959          45            384730.36       366278.14       751008.50
  1959          46            383149.82       365314.84       748464.67
  1959          47            379479.26       362954.77       742434.03
  1959          48            378797.29       362368.51       741165.79
  1959          49            378017.44       361300.98       739318.41
  1959          50            378504.19       361408.14       739912.33
  1959          51            375842.98       358404.76       734247.73
  1959          52            369049.59       351094.93       720144.53
  1959          53            363661.80       343733.14       707394.94
  1959          54            359772.77       336725.68       696498.44
  1959          55            355692.44       330244.93       685937.37
  1959          56            349573.48       323143.24       672716.72
  1959          57            341353.61       313984.57       655338.18
  1959          58            334720.60       302786.57       637507.17
  1959          59            325607.17       284452.00       610059.17
  1959          60            316139.64       261526.76       577666.39
  1959          61            308046.27       243260.15       551306.41
  1959          62            300095.17       230987.77       531082.94
  1959          63            290365.65       219006.47       509372.12
  1959          64            281181.63       208469.20       489650.83
  1959          65            273596.07       200619.09       474215.16
  1959          66            266543.48       193509.78       460053.26
  1959          67            257673.23       184091.49       441764.72
  1959          68            246868.60       172666.58       419535.18
  1959          69            235606.79       161492.35       397099.14
  1959          70            227893.91       152912.52       380806.43
  1959          71            220123.99       144672.12       364796.11
  1959          72            209756.80       135482.68       345239.49
  1959          73            198869.07       126100.40       324969.47
  1959          74            186084.37       116050.77       302135.15
  1959          75            172417.16       106014.57       278431.72
  1959          76            160361.18        96866.72       257227.90
  1959          77            148899.10        88377.93       237277.03
  1959          78            137080.75        79293.64       216374.38
  1959          79            123342.46        69691.03       193033.49
  1959          80            111810.44        62655.42       174465.86
  1959          81             99032.04        54451.50       153483.54
  1959          82             87360.67        47067.71       134428.39
  1959          83             75015.10        39657.46       114672.56
  1959          84             62949.25        32395.15        95344.39
  1959          85             51564.82        25607.06        77171.87
  1959          86             41490.23        19755.02        61245.25
  1959          87             33066.78        14976.53        48043.31
  1959          88             25927.63        11115.35        37042.99
  1959          89             19845.99         8017.18        27863.17
  1959          90             14854.47         5633.23        20487.70
  1959          91             11061.56         3902.15        14963.71
  1959          92              8031.21         2575.72        10606.93
  1959          93              5695.72         1677.37         7373.09
  1959          94              3951.05         1087.29         5038.34
  1959          95              2676.82          668.10         3344.92
  1959          96              1752.31          389.57         2141.88
  1959          97              1090.32          230.82         1321.14
  1959          98               643.36          137.98          781.33
  1959          99               370.36           74.76          445.12
  1959         100               217.55           40.71          258.26
  1959         101               132.13           23.12          155.25
  1959         102                73.65           11.28           84.92
  1959         103                34.95            3.47           38.42
  1959         104                16.37            0.50           16.87
  1959         105                 6.46            0.78            7.24
  1959         106                 2.01            0.73            2.73
  1959         107                 0.71            0.23            0.94
  1959         108                 0.27            0.00            0.27
  1959         109                 0.24            0.00            0.24
  1959         110+                0.00            0.00            0.00
  1960           0            425960.82       450687.70       876648.52
  1960           1            418793.35       441910.09       860703.45
  1960           2            407722.32       429693.36       837415.68
  1960           3            394554.19       415505.03       810059.22
  1960           4            382452.18       402773.48       785225.67
  1960           5            371866.36       391154.90       763021.26
  1960           6            373796.27       392507.40       766303.67
  1960           7            372400.67       390543.35       762944.02
  1960           8            368698.66       386757.93       755456.59
  1960           9            376182.46       395014.28       771196.74
  1960          10            388042.19       407668.97       795711.16
  1960          11            405828.71       426188.52       832017.23
  1960          12            429168.57       449677.61       878846.18
  1960          13            467194.63       488845.44       956040.07
  1960          14            399015.45       417429.22       816444.67
  1960          15            382549.35       398597.19       781146.53
  1960          16            375688.25       387973.28       763661.53
  1960          17            370356.54       377045.16       747401.70
  1960          18            345276.02       346132.85       691408.87
  1960          19            324372.42       321462.94       645835.35
  1960          20            332485.54       324862.57       657348.11
  1960          21            338173.73       329108.53       667282.26
  1960          22            340227.19       333928.12       674155.31
  1960          23            332943.47       332927.53       665871.01
  1960          24            327584.21       331919.95       659504.16
  1960          25            322358.15       329201.79       651559.94
  1960          26            318096.16       325356.11       643452.27
  1960          27            320517.16       325897.36       646414.52
  1960          28            328719.27       331573.31       660292.58
  1960          29            336290.36       338709.68       675000.04
  1960          30            338313.98       339830.34       678144.32
  1960          31            337406.05       337978.86       675384.91
  1960          32            338295.08       338386.52       676681.60
  1960          33            343707.97       342988.66       686696.63
  1960          34            351610.28       350275.63       701885.91
  1960          35            357069.07       355281.01       712350.08
  1960          36            362640.35       359642.44       722282.78
  1960          37            371980.99       367523.83       739504.82
  1960          38            389768.18       384308.21       774076.40
  1960          39            408616.95       401789.55       810406.49
  1960          40            395637.44       387488.85       783126.29
  1960          41            343305.43       333741.91       677047.35
  1960          42            309556.00       298351.77       607907.77
  1960          43            322751.94       309976.22       632728.16
  1960          44            348178.61       333813.20       681991.81
  1960          45            371140.90       354116.06       725256.96
  1960          46            383431.44       364533.55       747964.99
  1960          47            381793.40       363400.46       745193.85
  1960          48            377652.78       360309.25       737962.03
  1960          49            376753.79       359178.42       735932.21
  1960          50            376182.32       358198.14       734380.47
  1960          51            376455.80       358179.14       734634.94
  1960          52            373534.75       355143.76       728678.51
  1960          53            367124.50       347972.28       715096.78
  1960          54            361387.78       339821.74       701209.52
  1960          55            357387.37       332529.32       689916.69
  1960          56            353563.09       326059.26       679622.34
  1960          57            347155.05       318431.62       665586.68
  1960          58            338119.55       308430.99       646550.54
  1960          59            330094.89       296328.97       626423.87
  1960          60            321099.41       278066.99       599166.39
  1960          61            312668.61       255628.46       568297.07
  1960          62            304237.36       237073.67       541311.03
  1960          63            295824.67       224447.66       520272.33
  1960          64            286078.06       212278.25       498356.31
  1960          65            276727.62       201517.34       478244.96
  1960          66            268608.26       193345.19       461953.45
  1960          67            260837.00       185645.12       446482.12
  1960          68            251309.76       175813.22       427122.99
  1960          69            240108.18       164293.96       404402.14
